"id","clee","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"6186014","01001213119000017101000000U2","OBRAS MINERAS Y TIROS DEL CENTRO","OBRAS MINERAS Y TIROS DEL CENTRO SA DE CV","213119","Otros servicios relacionados con la minería","251 y más personas","AVENIDA","ESTADOS UNIDOS DE AMERICA","CALLE","ESTDOS UNIDOS DE AMERICA","AVENIDA","JAPON","OTRO(ESPECIFIQUE)","NINGUNO","110",,,,,,"PARQUE INDUSTRIAL","PARQUE INDUSTRIAL SAN FRANCISCO IV ETAPA","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL SAN FRANCISCO IV ETAPA","110",,"01","Aguascalientes","011","San Francisco de los Romo","0151","Parque Industrial San Francisco (PISF)                                                                        ","009A","005","4491074899","CLAUDIA.MEDINA@OMYTC.COM","WWW.OBRASMINEREASYTIRO.COM.MX","Fijo","22.03691993","-102.2748983","2010-07"
"11521493","01001212321000081000000000U1","PROCON","PRODUCTOS DE CONCRETO DE AGUASCALIENTES SA DE CV","212321","Minería de arena y grava para la construcción","6 a 10 personas","CARRETERA","DE LA PANADERA HACIA LA LABOR KM 9","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO",,"KM 9",,,,,"RANCHERIA","PROCON",,,,"20316","01","Aguascalientes","001","Aguascalientes","2311","Procon                                                                                                        ","1759","800",,,"WWW.BLOKPROCON.MX","Fijo","21.89016583","-102.3865758","2024-11"
"6859246","01005213119000016001000000U5","ROCK DRILL MINING","ROCK DRILL MINING SA DE CV","213119","Otros servicios relacionados con la minería","51 a 100 personas","AVENIDA","MAQUILADORES","CALLE","ELECTRICOS","AVENIDA","CHICHIMECO","OTRO(ESPECIFIQUE)","NINGUNO","138",,,,,,"PARQUE INDUSTRIAL","CHICHIMECOS","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL CHICHIMECO","SN","20916","01","Aguascalientes","005","Jesús María","0506","Parque Industrial Chichimeco (PICH)                                                                           ","0016","004",,"ROCIO.FRANCO@ROCKDRILLGROUP.COM","WWW.ROCKDRILLMINING.COM","Fijo","21.9947217","-102.3399083","2019-04"
"6186022","01006212321000015001000000U8","SACROSA TRITURADOS DE AGUASCALIENTES","SACRAMENTO ARMENDARIZ VIRAMONTES SA DE CV","212321","Minería de arena y grava para la construcción","0 a 5 personas","OTRO(ESPECIFIQUE)","CAMINO DE EMILIANO ZAPATA A SANTIAGO A UN COSTADO DE SAN AGUSTIN DE LOS PUENTES","PRIVADA","NINGUNO","PRIVADA","VICENTE GUERRERO","OTRO(ESPECIFIQUE)","NINGUNO",,"SN",,,,"SN","LOCALIDAD","SACROSA TRITURADOS ENTRE EMILIANO ZAPATA Y SANTIAGO A UN CO",,,,,"01","Aguascalientes","006","Pabellón de Arteaga","0249","San Agustín de los Puentes                                                                                    ","0047","002",,"SACROSA@HOTMAIL.COM",,"Fijo","22.11069177","-102.31376619","2010-07"
"11736971","01001213119000022000000000U2","SJ DRILLING","SJ DRILLING  SA DE CV","213119","Otros servicios relacionados con la minería","6 a 10 personas","AVENIDA","Rodolfo Landeros Gallegos","CALLE","Alfa y Omega","CIRCUITO","El Laurel Poniente","CALLE","Cerrada el Limbo","1445",,,,"0",,"FRACCIONAMIENTO","LOS LAURELES II",,,,"20174","01","Aguascalientes","001","Aguascalientes","0001","Aguascalientes","3736","037",,,,"Fijo","21.90590709","-102.24155688","2025-04"
"11722964","01003212321000111000000000U2","TRITURADOS EL PITAYO ","MARCO ANTONIO RAMIREZ ESCOBAR  SA DE CV","212321","Minería de arena y grava para la construcción","6 a 10 personas","CARRETERA","PANADERA PALO ALTO KM 3+800","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"LOCALIDAD","LAS DURAZNILLAS",,,,,"01","Aguascalientes","003","Calvillo","0188","La Pochota                                                                                                    ","005A","800",,"ADMON1@MATERIALES ELPITAYO.COM",,"Fijo","21.89101298","-102.70901707","2025-04"
"6186019","01001212321000053000000000S0","TRITURADOS Y PREMESCLADOS DE AGUASCALIENTES","TRITURADOS Y PREMEZCLADOS DE AGUASCALIENTES SA DE CV","212321","Minería de arena y grava para la construcción","11 a 30 personas","OTRO(ESPECIFIQUE)","CERRO DE LAS PILAS","OTRO(ESPECIFIQUE)","PILAS","OTRO(ESPECIFIQUE)","PILAS","OTRO(ESPECIFIQUE)","PILAS","0","DOMICILIO CONOCIDO",,,,,"LOCALIDAD","EJIDO TEPEZALA",,,,,"01","Aguascalientes","001","Aguascalientes","2456","Ranchito de Abajo                                                                                             ","1250","800",,"TRIPRESA@YAHOO.COM.MX",,"Fijo","21.70030639","-102.2651392","2014-12"
"70729","02001324120000021000000000U7","AGREGADOS INDUSTRIALES","SOCIEDAD ANONIMA SA","212210","Minería de hierro","0 a 5 personas","BOULEVARD","EMILIO CARRANZA","AVENIDA","BELISARIO DOMINGUEZ","AVENIDA","ALDAMA","BOULEVARD","EMILIO CARRANZA","145",,,,"4",,"COLONIA","EMILIO CARRANZA",,,,"22840","02","Baja California","001","Ensenada","0001","Ensenada                                                                                                      ","7837","027",,"AGREGADOS.INDUSTRIALES@GMAIL.COM",,"Fijo","31.86401591","-116.60604152","2010-07"
"6186038","02001212291000013000000000U8","BC MINING CO","BC MINING CO SA DE CV","212232","Minería de plomo y zinc","0 a 5 personas","CALLE","SEGUNDA (JUAN RODRIGUEZ CARRILLO)","AVENIDA","RAYON","AVENIDA","ITURBIDE","BOULEVARD","ADOLFO LOPEZ MATEOS","1762",,"TALLER UNIVERSAL","PISO 2",,,"COLONIA","ZONA CENTRO",,,,"22800","02","Baja California","001","Ensenada","0001","Ensenada                                                                                                      ","076A","027",,"RAYPACHECOMX@BCMINING.MX",,"Fijo","31.85883281","-116.6120831","2012-06"
"6186060","02001212321000062001000000U0","CAMPESINOS MENDOZA SANCHES","CAMPESINOS MENDOZA SANCHES","212321","Minería de arena y grava para la construcción","6 a 10 personas","CARRETERA","CARRETERA TRANSPENINSULAR","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"PUEBLO","EL ROSARIO DE ARRIBA",,,,,"02","Baja California","001","Ensenada","2465","El Rosario                                                                                                    ","6256","800","6461197744",,,"Fijo","32.07673911","-116.5825214","2010-07"
"6285376","02001722219005141000000720S6","COMEDOR DE EXPORTADORA DE SAL ISLA DE CEDROS","EXPORTADORA DE SAL SA","212391","Minería de sal","6 a 10 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","EL MORRO REDONDO",,,,"22990","02","Baja California","001","Ensenada","4444","El Morro                                                                                                      ","9922","007",,"GABRIEL.MARTINEZ@ESSA.COM.MX","WWW.GOB.MX/ESSA","Fijo","28.03876261","-115.18774726","2010-07"
"6186034","02002212321000103001062895M0","CONSTRUCTORA GALLEGO","CONSTRUCTORA GALLEGO SA DE CV","212321","Minería de arena y grava para la construcción","51 a 100 personas","AVENIDA","PRESIDENTE VENUSTIANO CARRANZA","CALLE","PRESIDENTE EMILIO PORTES GIL","AVENIDA","GUADALUPE VICTORIA","AVENIDA","PRESIDENTE VICENTE GUERRERO","300",,,,,,"COLONIA","COLPORADO",,,,,"02","Baja California","002","Mexicali","0001","Mexicali                                                                                                      ","2299","028",,"ANGHY12000@YAHOO.COM.MX",,"Fijo","32.65032281","-115.41488038","2014-12"
"6186048","02002212321000072000000000U7","EJIDO COLECTIVO LAZARO CARDENAS","EJIDO COLECTIVO LAZARO CARDENAS ","212321","Minería de arena y grava para la construcción","0 a 5 personas",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"PISTA CUERVITOS",,"DOMICILIO CONOCIDO",,,,,"EJIDO","LAZARO CARDENAS",,,,"21970","02","Baja California","002","Mexicali","4839","Lázaro Cárdenas [Ejido Colectivo]                                                                             ","3418","800",,"JANO_0305@HOTMAIL.COM",,"Fijo","32.67817849","-114.8162443","2010-07"
"6186041","02001212321000123000000000U0","EL MABAR","EL MABAR","212321","Minería de arena y grava para la construcción","11 a 30 personas","CALLE","NINGUNO","CALLE","NINGUNO ","CALLE","NINGUNO ","CALLE","NINGUNO ","0","SN",,,"0","SN","EJIDO","EJIDO NUEVO URUAPAN",,,,,"02","Baja California","006","San Quintín","0630","Nuevo Uruapan                                                                                                 ","1069","015",,,,"Fijo","30.07315031","-115.70716986","2014-12"
"6283154","02002466112000593001000000U8","ELECTRA ESTRELLA DE ORO","ELECTRA ESTRELLA DE ORO SA DE CV","212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","COLORAD 7",,,,,"02","Baja California","002","Mexicali","0333","Ejido el Choropo (Colonia Colorado Número Uno)                                                                ","5645","040",,"DIANA.PADRON@EEOSAND.COM",,"Fijo","32.52389108","-115.4064694","2010-07"
"6231004","02001713943000471000000720S8","GIMNASIO 01 DE MAYO","EXPORTADORA DE SAL SA","212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"COLONIA","PUNTA MORRO REDONDO",,,,"22990","02","Baja California","001","Ensenada","4444","El Morro                                                                                                      ","9922","076",,"GABRIEL.MARTINEZ@ESSA.COM.MX","WWW.GOB.MX/ESSA","Fijo","28.04154922","-115.1923322","2010-07"
"6186059","02001212321000102000000000U4","GRUPO DE TRABAJO NUMERO 2 B","GRUPO DE TRABAJO NÚMERO 2 B ","212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","DE LOS REPOLLOS","CALLE","TECATE","CALLE","CUARTA","CALLE","NINGUNO",,"SN",,,,,"FRACCIONAMIENTO","POPULAR SAN QUINTIN",,,,,"02","Baja California","006","San Quintín","0001","San Quintín                                                                                                   ","0041","026",,,,"Fijo","30.58389842","-115.94445476","2014-12"
"8833938","02002212321000133000000000U7","GUSA CONSTRUCTORA CONCRETOS","GUSA CONSTRUCTORA SA DE CV","212321","Minería de arena y grava para la construcción","31 a 50 personas","CARRETERA","MEXICALI A SAN FALIPE","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"PUEBLO","EL FARO",,,,,"02","Baja California","002","Mexicali","7627","Rocha [Ganadera]","5645","800",,,,"Fijo","32.54233721","-115.4080046","2019-11"
"6186055","02002212311000013001000000U2","INDUSTRIAS CALIZAS DE MEXICALI","INDUSTRIAS CALIZAS DE MEXICALI SA DE CV","212311","Minería de piedra caliza","11 a 30 personas","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"EJIDO","EJIDO HERIBERTO JARA",,,,,"02","Baja California","002","Mexicali","2887","Calizas [Industrias]                                                                                          ","3437","800","6861196430","ALFONSOMV@LIVE.COM.MX",,"Fijo","32.52550194","-115.5959247","2010-07"
"6186040","02001212321000115001000000U6","LAS CIENEGAS","LAS CIENEGAS","212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLEJON","NINGUNO","CALLE","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"EJIDO","NUEVO URUAPAN",,,,,"02","Baja California","006","San Quintín","0630","Nuevo Uruapan                                                                                                 ","1069","003",,"PIEDRADEMAR@HOTMAIL.COM",,"Fijo","30.07184111","-115.70941179","2014-12"
"6186043","02001212329000011011000000U0","LOS BARROSOS SPR DE RL","LOS BARROSOS ","212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","SIN REFERENCIA",,"DOMICILIO CONOCIDO",,,,"SN","PUEBLO","EL ROSARIO DE ARRIBA",,,,"22960","02","Baja California","006","San Quintín","0630","Nuevo Uruapan                                                                                                 ","1069","012",,,,"Fijo","30.0679305","-115.71095488","2014-12"
"6186033","02003212311000013000000000U0","MATERIALES CALISOS Y RENTAS",,"212311","Minería de piedra caliza","6 a 10 personas","BOULEVARD","LA RUMOROSA","CALLE","MICROONDAS","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0","SN","PARAJE","POBLADO LA RUMOROSA",,,,"21510","02","Baja California","003","Tecate","0107","La Rumorosa                                                                                                   ","0726","447",,"MCR.SECRE@YAHOO.COM",,"Fijo","32.52969041","-116.0546936","2011-03"
"9289436","02002237111000103000000000U6","MEXXUS DRILLING INTERNATIONAL","MEXXUS DRILLING INTERNATIONAL S DE RL DE CV","213111","Perforación de pozos petroleros y de gas","0 a 5 personas","CALLE","3","CALLE","CALLE DEL ABOGADO","CALLE","ERNESTO MALDA","CALLE","PRIVADA ERNESTO MALDA","121",,"EDIFICIO PRIAR","PISO 8",,,"COLONIA","ROVIROSA",,,,"86050","02","Baja California","002","Mexicali","2329","Familia Madrigal (Ejido Morelia)                                                                              ","355A","800",,"CONTACTO@MEXXUSDI.COM","MEXXUSDI.COM","Fijo","32.419589","-115.230345","2020-11"
"6188988","02002212221000011000000000S7","MINERA REAL DE ANGELES","MINERA REAL DE ANGELES SA DE CV","212221","Minería de oro","11 a 30 personas","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"COLONIA","SIERRAS PINTAS",,,,,"02","Baja California","007","San Felipe                                                                  ","0175","Mineral Real de Ángeles                                                                                       ","0246","800",,"JDOMINGUEZE@MINERAFRISCO.COM.MX",,"Fijo","31.58400194","-115.1121378","2014-12"
"6188993","02001212321000161000000000U0","OFICINA EJIDO CHAPALA","ASOCIACIÓN DE EJIDATARIOS EJ. CHAPALA ","212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","MIGUEL HIDALGO","AVENIDA","JUÁREZ","AVENIDA","LÁZARO CÁRDENAS","CALLE","VICENTE GUERRERO",,"SN",,,,,"COLONIA","FLORES MAGÓN",,,,,"02","Baja California","006","San Quintín","0585","Lázaro Cárdenas                                                                                               ","0681","010",,,,"Fijo","30.5261383","-115.9455385","2010-07"
"9586852","02006212311000021000000000U6","OLAC CONCRETOS","OLAC CONCRETOS S DE RL DE CV","212321","Minería de arena y grava para la construcción","11 a 30 personas","CARRETERA","TRANSPENINSULAR","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"RANCHO","EL TIGRE",,,,,"02","Baja California","006","San Quintín","0841","Sara [Mina]                                                                                                   ","104A","800",,"CARLOS@OLACCONCRETOS.COM","WWW.OLACCONCRETOS.COM","Fijo","30.36883167","-115.8257158","2024-11"
"6186053","02004212321000073001000000U1","PATSA","PETREOS Y AGREGADOS DE TIJUANA SA DE CV","212321","Minería de arena y grava para la construcción","31 a 50 personas","ANDADOR","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO ","OTRO(ESPECIFIQUE)","NINGUNO ","OTRO(ESPECIFIQUE)","NINGUNO ","19701",,,,,,"COLONIA","LA PRESA",,,,,"02","Baja California","004","Tijuana","2102","La Hermosa                                                                                                    ","2166","800","6644078585","GPASTEN@PATSATJ.COM","WWW.PATSATIJUANA.COM","Fijo","32.44110361","-116.8980669","2014-12"
"6186035","02004212321000041001000000U8","PETREMEX","PETREMEX SA DE CV","212321","Minería de arena y grava para la construcción","31 a 50 personas","CALLE","ACCESO AL 2000","CALLE","CERRO","CARRETERA","LIBRE TECATE","CALLE","ROBLE ","21837",,,,"0","SN","COLONIA","EL REALITO DELEGACION LA PRESA",,,,,"02","Baja California","004","Tijuana","0001","Tijuana                                                                                                       ","6756","008",,"PETREMEX@PRODIGY.NET.MX",,"Fijo","32.44348561","-116.87673927","2010-07"
"6423473","02001212321000171000000000U9","PETREOS DEL PACIFICO","PETREOS DEL PACIFICO SA DE CV","212321","Minería de arena y grava para la construcción","51 a 100 personas","CALLE","NINGUNO","BOULEVARD","COSTERO","CALLE","NINGUNO","CALLE","NINGUNO","2186",,,,,,"FRACCIONAMIENTO","PLAYA ENSENADA",,,,,"02","Baja California","001","Ensenada","0001","Ensenada                                                                                                      ","0632","001",,,,"Fijo","31.84598232","-116.6159732","2010-07"
"11745815","02002212324000025000000000U9","PMP DE MEXICALI","PMP DE MEXICALI SA DE CV","212324","Minería de sílice","51 a 100 personas","CARRETERA","Ninguno","CALLE","Ninguno","CALLE","Ninguno","CALLE","Ninguno",,"KM 10+500",,,,,"COLONIA","SIETE",,,,,"02","Baja California","002","Mexicali","2653","Familia Rubio García (Colonia Colorado Número Siete)                                                          ","5645","800","6861884693",,,"Fijo","32.51951478","-115.40435415","2025-04"
"6188987","02001212321000021010000000U6","RINCON DE SANTA ROSA","RINCON DE SANTA ROSA","212311","Minería de piedra caliza","6 a 10 personas","CALLE","MIGUEL HIDALGO","CALLE","MIGUEL HIDALGO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"EJIDO","NUEVO URUAPAN",,,,,"02","Baja California","006","San Quintín","0630","Nuevo Uruapan                                                                                                 ","1069","016","6161016899","MOREO-P@HOTMAIL.COM.ES",,"Fijo","30.07490353","-115.7095198","2010-07"
"8690685","02002212391000052000000000U2","SALINAS DE BAJA CALIFORNIA","SALINAS DE BAJA CALIFORNIA S DE RL DE CV","212391","Minería de sal","0 a 5 personas","CALLE","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"EJIDO","INDUSTRIAL AÑO DE JUAREZ",,,,,"02","Baja California","002","Mexicali","0505","Salina Ometepec (NCPE Industrial Año de Juárez 1972)                                                          ","3761","800","6865661525","SALINASDEBC@GMAIL.COM",,"Fijo","31.42247","-115.0024189","2019-11"
"6186050","02002212391000033000000000U2","SALINAS DE OMETEPEC SUAVISAL",,"212391","Minería de sal","0 a 5 personas","CARRETERA","MEXICALI A SAN FELIPE KM 143","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO",,"KM 143",,,,,"ZONA FEDERAL","EJIDO INDUSTRIAL AÑO DE JUAREZ",,,,,"02","Baja California","002","Mexicali","0505","Salina Ometepec (NCPE Industrial Año de Juárez 1972)                                                          ","3761","800","6865523471","JORGE.MESTAS@SUAVISAL.COM","WWW.SUAVISAL.COM","Fijo","31.41138889","-114.9797222","2014-12"
"6186054","02002212391000043001000000U1","SALINERA CACHANILLA","SALINERA CACHANILLA S DE RL DE CV","212391","Minería de sal","11 a 30 personas","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"EJIDO","EJ INDUSTRIAL AÑO DE JUAREZ",,,,,"02","Baja California","007","San Felipe                                                                  ","0060","Crucero Valle de la Trinidad (El Oasis)                                                                       ","0265","800","6862011216","SALINERA.CACHANILLA@HOTMAIL.COM",,"Fijo","31.41826711","-115.04267191","2014-12"
"6186058","02001212391000031000000000U8","SALINERA SAN MARTIN SPR DE RL","ANTONIO RIOS ROMERO S DE RL ","212391","Minería de sal","0 a 5 personas","CALLE","GUADALUPE VICTORIA","AVENIDA","LAZARO CARDENAS","AVENIDA","JUAREZ","CALLE","AGUSTIN DE ITURBIDE","0","SN",,,,,"EJIDO","EJ. BAJA CALIFORNIA",,,,,"02","Baja California","006","San Quintín","0585","Lázaro Cárdenas                                                                                               ","0681","002",,,,"Fijo","30.52595484","-115.9438539","2010-07"
"8833939","02002212321000143000000000U6","SILICASAND","SILICASAND S DE RL DE CV","212321","Minería de arena y grava para la construcción","11 a 30 personas","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","0","DOMICILIO CONOCIDO",,,,,"EJIDO","HIPOLITO RENTERIA",,,,,"02","Baja California","002","Mexicali","1677","Nejimex (Ganadera)                                                                                            ","3441","800",,,,"Fijo","32.42984576","-115.36967174","2019-11"
"6186046","02001212319000043000000000U4","SOCIEDAD DE PRODUCCION RURAL AGREDANOS","SOCIEDAD DE PRODUCCION RURAL AGREDANOS","212321","Minería de arena y grava para la construcción","6 a 10 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","DOMICILIO CONOCIDO",,,"0","SN","PUEBLO","EL ROSARIO DE ARRIBA",,,,"22960","02","Baja California","006","San Quintín","0224","El Rosario de Abajo                                                                                           ","1069","001",,,,"Fijo","30.04213702","-115.7389246","2010-07"
